model name,query index,type
SmallOperatingSystem-PT-MT0016DC0008,2,AG
SmallOperatingSystem-PT-MT0016DC0008,3,AG
SmallOperatingSystem-PT-MT0016DC0008,4,AG
SmallOperatingSystem-PT-MT0016DC0008,5,AG
SmallOperatingSystem-PT-MT0016DC0008,6,EF
SmallOperatingSystem-PT-MT0016DC0008,7,EF
SmallOperatingSystem-PT-MT0016DC0008,8,AG
SmallOperatingSystem-PT-MT0016DC0008,9,AG
SmallOperatingSystem-PT-MT0016DC0008,10,AG
SmallOperatingSystem-PT-MT0016DC0008,11,EF
SmallOperatingSystem-PT-MT0016DC0008,12,AG
SmallOperatingSystem-PT-MT0016DC0008,13,EF
SmallOperatingSystem-PT-MT0016DC0008,14,AG
SmallOperatingSystem-PT-MT0016DC0008,15,AG
SmallOperatingSystem-PT-MT0016DC0008,16,EF
SmallOperatingSystem-PT-MT0032DC0008,1,EF
SmallOperatingSystem-PT-MT0032DC0008,2,AG
SmallOperatingSystem-PT-MT0032DC0008,3,AG
SmallOperatingSystem-PT-MT0032DC0008,4,AG
SmallOperatingSystem-PT-MT0032DC0008,5,EF
SmallOperatingSystem-PT-MT0032DC0008,6,AG
SmallOperatingSystem-PT-MT0032DC0008,7,AG
SmallOperatingSystem-PT-MT0032DC0008,8,AG
SmallOperatingSystem-PT-MT0032DC0008,9,EF
SmallOperatingSystem-PT-MT0032DC0008,10,EF
SmallOperatingSystem-PT-MT0032DC0008,11,AG
SmallOperatingSystem-PT-MT0032DC0008,12,AG
SmallOperatingSystem-PT-MT0032DC0008,13,EF
SmallOperatingSystem-PT-MT0032DC0008,14,EF
SmallOperatingSystem-PT-MT0032DC0008,15,AG
SmallOperatingSystem-PT-MT0032DC0008,16,AG
SmallOperatingSystem-PT-MT0032DC0016,1,AG
SmallOperatingSystem-PT-MT0032DC0016,2,AG
SmallOperatingSystem-PT-MT0032DC0016,3,EF
SmallOperatingSystem-PT-MT0032DC0016,4,EF
SmallOperatingSystem-PT-MT0032DC0016,5,EF
SmallOperatingSystem-PT-MT0032DC0016,6,EF
SmallOperatingSystem-PT-MT0032DC0016,7,AG
SmallOperatingSystem-PT-MT0032DC0016,8,AG
SmallOperatingSystem-PT-MT0032DC0016,9,AG
SmallOperatingSystem-PT-MT0032DC0016,10,AG
SmallOperatingSystem-PT-MT0032DC0016,11,AG
SmallOperatingSystem-PT-MT0032DC0016,12,EF
SmallOperatingSystem-PT-MT0032DC0016,13,EF
SmallOperatingSystem-PT-MT0032DC0016,14,AG
SmallOperatingSystem-PT-MT0032DC0016,15,AG
SmallOperatingSystem-PT-MT0032DC0016,16,EF
SmallOperatingSystem-PT-MT0064DC0016,1,EF
SmallOperatingSystem-PT-MT0064DC0016,2,AG
SmallOperatingSystem-PT-MT0064DC0016,3,AG
SmallOperatingSystem-PT-MT0064DC0016,4,EF
SmallOperatingSystem-PT-MT0064DC0016,5,EF
SmallOperatingSystem-PT-MT0064DC0016,6,EF
SmallOperatingSystem-PT-MT0064DC0016,7,AG
SmallOperatingSystem-PT-MT0064DC0016,8,EF
SmallOperatingSystem-PT-MT0064DC0016,9,AG
SmallOperatingSystem-PT-MT0064DC0016,10,AG
SmallOperatingSystem-PT-MT0064DC0016,11,EF
SmallOperatingSystem-PT-MT0064DC0016,12,AG
SmallOperatingSystem-PT-MT0064DC0016,13,EF
SmallOperatingSystem-PT-MT0064DC0016,14,AG
SmallOperatingSystem-PT-MT0064DC0016,15,AG
SmallOperatingSystem-PT-MT0064DC0016,16,EF
SmallOperatingSystem-PT-MT0064DC0032,1,EF
SmallOperatingSystem-PT-MT0064DC0032,2,AG
SmallOperatingSystem-PT-MT0064DC0032,3,AG
SmallOperatingSystem-PT-MT0064DC0032,4,AG
SmallOperatingSystem-PT-MT0064DC0032,5,EF
SmallOperatingSystem-PT-MT0064DC0032,6,AG
SmallOperatingSystem-PT-MT0064DC0032,7,AG
SmallOperatingSystem-PT-MT0064DC0032,8,AG
SmallOperatingSystem-PT-MT0064DC0032,9,EF
SmallOperatingSystem-PT-MT0064DC0032,10,AG
SmallOperatingSystem-PT-MT0064DC0032,11,EF
SmallOperatingSystem-PT-MT0064DC0032,12,EF
SmallOperatingSystem-PT-MT0064DC0032,13,AG
SmallOperatingSystem-PT-MT0064DC0032,14,AG
SmallOperatingSystem-PT-MT0064DC0032,15,EF
SmallOperatingSystem-PT-MT0064DC0032,16,AG
SmallOperatingSystem-PT-MT0128DC0032,1,AG
SmallOperatingSystem-PT-MT0128DC0032,2,AG
SmallOperatingSystem-PT-MT0128DC0032,3,AG
SmallOperatingSystem-PT-MT0128DC0032,4,EF
SmallOperatingSystem-PT-MT0128DC0032,5,AG
SmallOperatingSystem-PT-MT0128DC0032,6,AG
SmallOperatingSystem-PT-MT0128DC0032,7,AG
SmallOperatingSystem-PT-MT0128DC0032,8,AG
SmallOperatingSystem-PT-MT0128DC0032,9,AG
SmallOperatingSystem-PT-MT0128DC0032,10,EF
SmallOperatingSystem-PT-MT0128DC0032,11,EF
SmallOperatingSystem-PT-MT0128DC0032,12,AG
SmallOperatingSystem-PT-MT0128DC0032,13,EF
SmallOperatingSystem-PT-MT0128DC0032,14,EF
SmallOperatingSystem-PT-MT0128DC0032,15,EF
SmallOperatingSystem-PT-MT0128DC0032,16,AG
SmallOperatingSystem-PT-MT0128DC0064,1,AG
SmallOperatingSystem-PT-MT0128DC0064,2,AG
SmallOperatingSystem-PT-MT0128DC0064,3,AG
SmallOperatingSystem-PT-MT0128DC0064,4,AG
SmallOperatingSystem-PT-MT0128DC0064,5,EF
SmallOperatingSystem-PT-MT0128DC0064,6,AG
SmallOperatingSystem-PT-MT0128DC0064,7,AG
SmallOperatingSystem-PT-MT0128DC0064,8,AG
SmallOperatingSystem-PT-MT0128DC0064,9,AG
SmallOperatingSystem-PT-MT0128DC0064,10,EF
SmallOperatingSystem-PT-MT0128DC0064,11,AG
SmallOperatingSystem-PT-MT0128DC0064,12,AG
SmallOperatingSystem-PT-MT0128DC0064,13,EF
SmallOperatingSystem-PT-MT0128DC0064,14,EF
SmallOperatingSystem-PT-MT0128DC0064,15,AG
SmallOperatingSystem-PT-MT0128DC0064,16,AG
SmallOperatingSystem-PT-MT0256DC0064,1,EF
SmallOperatingSystem-PT-MT0256DC0064,2,EF
SmallOperatingSystem-PT-MT0256DC0064,3,AG
SmallOperatingSystem-PT-MT0256DC0064,4,EF
SmallOperatingSystem-PT-MT0256DC0064,5,AG
SmallOperatingSystem-PT-MT0256DC0064,6,EF
SmallOperatingSystem-PT-MT0256DC0064,7,EF
SmallOperatingSystem-PT-MT0256DC0064,8,EF
SmallOperatingSystem-PT-MT0256DC0064,9,AG
SmallOperatingSystem-PT-MT0256DC0064,10,AG
SmallOperatingSystem-PT-MT0256DC0064,11,AG
SmallOperatingSystem-PT-MT0256DC0064,12,AG
SmallOperatingSystem-PT-MT0256DC0064,13,AG
SmallOperatingSystem-PT-MT0256DC0064,14,EF
SmallOperatingSystem-PT-MT0256DC0064,15,EF
SmallOperatingSystem-PT-MT0256DC0064,16,AG
SmallOperatingSystem-PT-MT0256DC0128,1,EF
SmallOperatingSystem-PT-MT0256DC0128,2,EF
SmallOperatingSystem-PT-MT0256DC0128,3,EF
SmallOperatingSystem-PT-MT0256DC0128,4,AG
SmallOperatingSystem-PT-MT0256DC0128,5,AG
SmallOperatingSystem-PT-MT0256DC0128,6,AG
SmallOperatingSystem-PT-MT0256DC0128,7,AG
SmallOperatingSystem-PT-MT0256DC0128,8,AG
SmallOperatingSystem-PT-MT0256DC0128,9,EF
SmallOperatingSystem-PT-MT0256DC0128,10,EF
SmallOperatingSystem-PT-MT0256DC0128,11,AG
SmallOperatingSystem-PT-MT0256DC0128,12,EF
SmallOperatingSystem-PT-MT0256DC0128,13,AG
SmallOperatingSystem-PT-MT0256DC0128,14,EF
SmallOperatingSystem-PT-MT0256DC0128,15,AG
SmallOperatingSystem-PT-MT0256DC0128,16,AG
SmallOperatingSystem-PT-MT0512DC0128,1,EF
SmallOperatingSystem-PT-MT0512DC0128,2,EF
SmallOperatingSystem-PT-MT0512DC0128,3,EF
SmallOperatingSystem-PT-MT0512DC0128,4,AG
SmallOperatingSystem-PT-MT0512DC0128,5,AG
SmallOperatingSystem-PT-MT0512DC0128,6,EF
SmallOperatingSystem-PT-MT0512DC0128,7,AG
SmallOperatingSystem-PT-MT0512DC0128,8,AG
SmallOperatingSystem-PT-MT0512DC0128,9,EF
SmallOperatingSystem-PT-MT0512DC0128,10,EF
SmallOperatingSystem-PT-MT0512DC0128,11,EF
SmallOperatingSystem-PT-MT0512DC0128,12,AG
SmallOperatingSystem-PT-MT0512DC0128,13,EF
SmallOperatingSystem-PT-MT0512DC0128,14,EF
SmallOperatingSystem-PT-MT0512DC0128,15,AG
SmallOperatingSystem-PT-MT0512DC0128,16,EF
SmallOperatingSystem-PT-MT0512DC0256,1,AG
SmallOperatingSystem-PT-MT0512DC0256,2,AG
SmallOperatingSystem-PT-MT0512DC0256,3,EF
SmallOperatingSystem-PT-MT0512DC0256,4,EF
SmallOperatingSystem-PT-MT0512DC0256,5,EF
SmallOperatingSystem-PT-MT0512DC0256,6,AG
SmallOperatingSystem-PT-MT0512DC0256,7,AG
SmallOperatingSystem-PT-MT0512DC0256,8,AG
SmallOperatingSystem-PT-MT0512DC0256,9,EF
SmallOperatingSystem-PT-MT0512DC0256,10,AG
SmallOperatingSystem-PT-MT0512DC0256,11,EF
SmallOperatingSystem-PT-MT0512DC0256,12,AG
SmallOperatingSystem-PT-MT0512DC0256,13,EF
SmallOperatingSystem-PT-MT0512DC0256,14,AG
SmallOperatingSystem-PT-MT0512DC0256,15,EF
SmallOperatingSystem-PT-MT0512DC0256,16,EF
SmallOperatingSystem-PT-MT1024DC0256,1,AG
SmallOperatingSystem-PT-MT1024DC0256,2,EF
SmallOperatingSystem-PT-MT1024DC0256,3,EF
SmallOperatingSystem-PT-MT1024DC0256,4,EF
SmallOperatingSystem-PT-MT1024DC0256,5,EF
SmallOperatingSystem-PT-MT1024DC0256,6,AG
SmallOperatingSystem-PT-MT1024DC0256,7,EF
SmallOperatingSystem-PT-MT1024DC0256,8,AG
SmallOperatingSystem-PT-MT1024DC0256,9,AG
SmallOperatingSystem-PT-MT1024DC0256,10,AG
SmallOperatingSystem-PT-MT1024DC0256,11,AG
SmallOperatingSystem-PT-MT1024DC0256,12,AG
SmallOperatingSystem-PT-MT1024DC0256,13,EF
SmallOperatingSystem-PT-MT1024DC0256,14,EF
SmallOperatingSystem-PT-MT1024DC0256,15,AG
SmallOperatingSystem-PT-MT1024DC0256,16,EF
SmallOperatingSystem-PT-MT1024DC0512,1,AG
SmallOperatingSystem-PT-MT1024DC0512,2,AG
SmallOperatingSystem-PT-MT1024DC0512,3,EF
SmallOperatingSystem-PT-MT1024DC0512,4,AG
SmallOperatingSystem-PT-MT1024DC0512,5,AG
SmallOperatingSystem-PT-MT1024DC0512,6,AG
SmallOperatingSystem-PT-MT1024DC0512,7,EF
SmallOperatingSystem-PT-MT1024DC0512,8,AG
SmallOperatingSystem-PT-MT1024DC0512,9,EF
SmallOperatingSystem-PT-MT1024DC0512,10,AG
SmallOperatingSystem-PT-MT1024DC0512,11,EF
SmallOperatingSystem-PT-MT1024DC0512,12,AG
SmallOperatingSystem-PT-MT1024DC0512,13,AG
SmallOperatingSystem-PT-MT1024DC0512,14,AG
SmallOperatingSystem-PT-MT1024DC0512,15,EF
SmallOperatingSystem-PT-MT1024DC0512,16,AG
SmallOperatingSystem-PT-MT2048DC0512,1,AG
SmallOperatingSystem-PT-MT2048DC0512,2,AG
SmallOperatingSystem-PT-MT2048DC0512,3,AG
SmallOperatingSystem-PT-MT2048DC0512,4,EF
SmallOperatingSystem-PT-MT2048DC0512,5,AG
SmallOperatingSystem-PT-MT2048DC0512,6,AG
SmallOperatingSystem-PT-MT2048DC0512,7,EF
SmallOperatingSystem-PT-MT2048DC0512,8,EF
SmallOperatingSystem-PT-MT2048DC0512,9,AG
SmallOperatingSystem-PT-MT2048DC0512,10,EF
SmallOperatingSystem-PT-MT2048DC0512,11,AG
SmallOperatingSystem-PT-MT2048DC0512,12,EF
SmallOperatingSystem-PT-MT2048DC0512,13,AG
SmallOperatingSystem-PT-MT2048DC0512,14,AG
SmallOperatingSystem-PT-MT2048DC0512,15,AG
SmallOperatingSystem-PT-MT2048DC0512,16,AG
SmallOperatingSystem-PT-MT2048DC1024,1,EF
SmallOperatingSystem-PT-MT2048DC1024,2,AG
SmallOperatingSystem-PT-MT2048DC1024,3,EF
SmallOperatingSystem-PT-MT2048DC1024,4,AG
SmallOperatingSystem-PT-MT2048DC1024,5,AG
SmallOperatingSystem-PT-MT2048DC1024,6,EF
SmallOperatingSystem-PT-MT2048DC1024,7,AG
SmallOperatingSystem-PT-MT2048DC1024,8,EF
SmallOperatingSystem-PT-MT2048DC1024,9,AG
SmallOperatingSystem-PT-MT2048DC1024,10,EF
SmallOperatingSystem-PT-MT2048DC1024,11,AG
SmallOperatingSystem-PT-MT2048DC1024,12,EF
SmallOperatingSystem-PT-MT2048DC1024,13,AG
SmallOperatingSystem-PT-MT2048DC1024,14,EF
SmallOperatingSystem-PT-MT2048DC1024,15,AG
SmallOperatingSystem-PT-MT2048DC1024,16,AG
SmallOperatingSystem-PT-MT4096DC1024,1,AG
SmallOperatingSystem-PT-MT4096DC1024,2,AG
SmallOperatingSystem-PT-MT4096DC1024,3,AG
SmallOperatingSystem-PT-MT4096DC1024,4,AG
SmallOperatingSystem-PT-MT4096DC1024,5,EF
SmallOperatingSystem-PT-MT4096DC1024,6,AG
SmallOperatingSystem-PT-MT4096DC1024,7,AG
SmallOperatingSystem-PT-MT4096DC1024,8,AG
SmallOperatingSystem-PT-MT4096DC1024,9,AG
SmallOperatingSystem-PT-MT4096DC1024,10,EF
SmallOperatingSystem-PT-MT4096DC1024,11,AG
SmallOperatingSystem-PT-MT4096DC1024,12,AG
SmallOperatingSystem-PT-MT4096DC1024,13,AG
SmallOperatingSystem-PT-MT4096DC1024,14,AG
SmallOperatingSystem-PT-MT4096DC1024,15,EF
SmallOperatingSystem-PT-MT4096DC1024,16,EF
SmallOperatingSystem-PT-MT4096DC2048,1,AG
SmallOperatingSystem-PT-MT4096DC2048,2,AG
SmallOperatingSystem-PT-MT4096DC2048,3,AG
SmallOperatingSystem-PT-MT4096DC2048,4,EF
SmallOperatingSystem-PT-MT4096DC2048,5,AG
SmallOperatingSystem-PT-MT4096DC2048,6,AG
SmallOperatingSystem-PT-MT4096DC2048,7,EF
SmallOperatingSystem-PT-MT4096DC2048,8,AG
SmallOperatingSystem-PT-MT4096DC2048,9,AG
SmallOperatingSystem-PT-MT4096DC2048,10,AG
SmallOperatingSystem-PT-MT4096DC2048,11,EF
SmallOperatingSystem-PT-MT4096DC2048,12,EF
SmallOperatingSystem-PT-MT4096DC2048,13,EF
SmallOperatingSystem-PT-MT4096DC2048,14,AG
SmallOperatingSystem-PT-MT4096DC2048,15,EF
SmallOperatingSystem-PT-MT4096DC2048,16,AG
SmallOperatingSystem-PT-MT8192DC2048,1,AG
SmallOperatingSystem-PT-MT8192DC2048,2,EF
SmallOperatingSystem-PT-MT8192DC2048,3,AG
SmallOperatingSystem-PT-MT8192DC2048,4,AG
SmallOperatingSystem-PT-MT8192DC2048,5,AG
SmallOperatingSystem-PT-MT8192DC2048,6,EF
SmallOperatingSystem-PT-MT8192DC2048,7,EF
SmallOperatingSystem-PT-MT8192DC2048,8,AG
SmallOperatingSystem-PT-MT8192DC2048,9,EF
SmallOperatingSystem-PT-MT8192DC2048,10,EF
SmallOperatingSystem-PT-MT8192DC2048,11,EF
SmallOperatingSystem-PT-MT8192DC2048,12,AG
SmallOperatingSystem-PT-MT8192DC2048,13,EF
SmallOperatingSystem-PT-MT8192DC2048,14,AG
SmallOperatingSystem-PT-MT8192DC2048,15,EF
SmallOperatingSystem-PT-MT8192DC2048,16,EF
SmallOperatingSystem-PT-MT8192DC4096,1,EF
SmallOperatingSystem-PT-MT8192DC4096,2,AG
SmallOperatingSystem-PT-MT8192DC4096,3,EF
SmallOperatingSystem-PT-MT8192DC4096,4,AG
SmallOperatingSystem-PT-MT8192DC4096,5,AG
SmallOperatingSystem-PT-MT8192DC4096,6,AG
SmallOperatingSystem-PT-MT8192DC4096,7,AG
SmallOperatingSystem-PT-MT8192DC4096,8,EF
SmallOperatingSystem-PT-MT8192DC4096,9,AG
SmallOperatingSystem-PT-MT8192DC4096,10,AG
SmallOperatingSystem-PT-MT8192DC4096,11,EF
SmallOperatingSystem-PT-MT8192DC4096,12,AG
SmallOperatingSystem-PT-MT8192DC4096,13,AG
SmallOperatingSystem-PT-MT8192DC4096,14,EF
SmallOperatingSystem-PT-MT8192DC4096,15,EF
SmallOperatingSystem-PT-MT8192DC4096,16,AG
SmartHome-PT-01,1,EF
SmartHome-PT-01,2,AG
SmartHome-PT-01,3,EF
SmartHome-PT-01,4,AG
SmartHome-PT-01,5,EF
SmartHome-PT-01,6,AG
SmartHome-PT-01,7,AG
SmartHome-PT-01,8,EF
SmartHome-PT-01,9,AG
SmartHome-PT-01,10,EF
SmartHome-PT-01,11,AG
SmartHome-PT-01,12,AG
SmartHome-PT-01,13,EF
SmartHome-PT-01,14,EF
SmartHome-PT-01,15,AG
SmartHome-PT-01,16,AG
SmartHome-PT-02,1,EF
SmartHome-PT-02,2,EF
SmartHome-PT-02,3,EF
SmartHome-PT-02,4,EF
SmartHome-PT-02,5,EF
SmartHome-PT-02,6,EF
SmartHome-PT-02,7,EF
SmartHome-PT-02,8,EF
SmartHome-PT-02,9,AG
SmartHome-PT-02,10,AG
SmartHome-PT-02,11,EF
SmartHome-PT-02,12,EF
SmartHome-PT-02,13,EF
SmartHome-PT-02,14,EF
SmartHome-PT-02,15,AG
SmartHome-PT-02,16,EF
SmartHome-PT-03,1,AG
SmartHome-PT-03,2,EF
SmartHome-PT-03,3,AG
SmartHome-PT-03,4,AG
SmartHome-PT-03,5,EF
SmartHome-PT-03,6,EF
SmartHome-PT-03,7,EF
SmartHome-PT-03,8,EF
SmartHome-PT-03,9,AG
SmartHome-PT-03,10,EF
SmartHome-PT-03,11,EF
SmartHome-PT-03,12,EF
SmartHome-PT-03,13,AG
SmartHome-PT-03,14,EF
SmartHome-PT-03,15,EF
SmartHome-PT-03,16,AG
SmartHome-PT-04,1,AG
SmartHome-PT-04,2,AG
SmartHome-PT-04,3,EF
SmartHome-PT-04,4,EF
SmartHome-PT-04,5,EF
SmartHome-PT-04,6,EF
SmartHome-PT-04,7,AG
SmartHome-PT-04,8,AG
SmartHome-PT-04,9,EF
SmartHome-PT-04,10,AG
SmartHome-PT-04,11,AG
SmartHome-PT-04,12,EF
SmartHome-PT-04,13,AG
SmartHome-PT-04,14,EF
SmartHome-PT-04,15,EF
SmartHome-PT-04,16,AG
SmartHome-PT-05,1,EF
SmartHome-PT-05,2,EF
SmartHome-PT-05,3,AG
SmartHome-PT-05,4,AG
SmartHome-PT-05,5,EF
SmartHome-PT-05,6,EF
SmartHome-PT-05,7,AG
SmartHome-PT-05,8,AG
SmartHome-PT-05,9,EF
SmartHome-PT-05,10,AG
SmartHome-PT-05,11,EF
SmartHome-PT-05,12,AG
SmartHome-PT-05,13,EF
SmartHome-PT-05,14,AG
SmartHome-PT-05,15,AG
SmartHome-PT-05,16,EF
SmartHome-PT-06,1,AG
SmartHome-PT-06,2,EF
SmartHome-PT-06,3,AG
SmartHome-PT-06,4,EF
SmartHome-PT-06,5,EF
SmartHome-PT-06,6,EF
SmartHome-PT-06,7,EF
SmartHome-PT-06,8,EF
SmartHome-PT-06,9,EF
SmartHome-PT-06,10,AG
SmartHome-PT-06,11,AG
SmartHome-PT-06,12,AG
SmartHome-PT-06,13,EF
SmartHome-PT-06,14,AG
SmartHome-PT-06,15,AG
SmartHome-PT-06,16,EF
SmartHome-PT-07,1,AG
SmartHome-PT-07,2,AG
SmartHome-PT-07,3,EF
SmartHome-PT-07,4,EF
SmartHome-PT-07,5,AG
SmartHome-PT-07,6,EF
SmartHome-PT-07,7,AG
SmartHome-PT-07,8,AG
SmartHome-PT-07,9,EF
SmartHome-PT-07,10,AG
SmartHome-PT-07,11,AG
SmartHome-PT-07,12,EF
SmartHome-PT-07,13,EF
SmartHome-PT-07,14,EF
SmartHome-PT-07,15,AG
SmartHome-PT-07,16,EF
SmartHome-PT-08,1,AG
SmartHome-PT-08,2,AG
SmartHome-PT-08,3,AG
SmartHome-PT-08,4,AG
SmartHome-PT-08,5,EF
SmartHome-PT-08,6,AG
SmartHome-PT-08,7,EF
SmartHome-PT-08,8,EF
SmartHome-PT-08,9,AG
SmartHome-PT-08,10,AG
SmartHome-PT-08,11,EF
SmartHome-PT-08,12,EF
SmartHome-PT-08,13,EF
SmartHome-PT-08,14,AG
SmartHome-PT-08,15,AG
SmartHome-PT-08,16,EF
SmartHome-PT-09,1,EF
SmartHome-PT-09,2,EF
SmartHome-PT-09,3,AG
SmartHome-PT-09,4,AG
SmartHome-PT-09,5,AG
SmartHome-PT-09,6,EF
SmartHome-PT-09,7,EF
SmartHome-PT-09,8,EF
SmartHome-PT-09,9,AG
SmartHome-PT-09,10,EF
SmartHome-PT-09,11,AG
SmartHome-PT-09,12,AG
SmartHome-PT-09,13,EF
SmartHome-PT-09,14,AG
SmartHome-PT-09,15,EF
SmartHome-PT-09,16,AG
SmartHome-PT-10,1,AG
SmartHome-PT-10,2,EF
SmartHome-PT-10,3,EF
SmartHome-PT-10,4,AG
SmartHome-PT-10,5,EF
SmartHome-PT-10,6,AG
SmartHome-PT-10,7,AG
SmartHome-PT-10,8,EF
SmartHome-PT-10,9,EF
SmartHome-PT-10,10,AG
SmartHome-PT-10,11,AG
SmartHome-PT-10,12,EF
SmartHome-PT-10,13,AG
SmartHome-PT-10,14,EF
SmartHome-PT-10,15,EF
SmartHome-PT-10,16,AG
SmartHome-PT-11,1,EF
SmartHome-PT-11,2,AG
SmartHome-PT-11,3,EF
SmartHome-PT-11,4,EF
SmartHome-PT-11,5,EF
SmartHome-PT-11,6,EF
SmartHome-PT-11,7,AG
SmartHome-PT-11,8,AG
SmartHome-PT-11,9,AG
SmartHome-PT-11,10,AG
SmartHome-PT-11,11,AG
SmartHome-PT-11,12,AG
SmartHome-PT-11,13,AG
SmartHome-PT-11,14,EF
SmartHome-PT-11,15,EF
SmartHome-PT-11,16,AG
SmartHome-PT-12,1,AG
SmartHome-PT-12,2,AG
SmartHome-PT-12,3,AG
SmartHome-PT-12,4,EF
SmartHome-PT-12,5,EF
SmartHome-PT-12,6,AG
SmartHome-PT-12,7,EF
SmartHome-PT-12,8,AG
SmartHome-PT-12,9,EF
SmartHome-PT-12,10,AG
SmartHome-PT-12,11,EF
SmartHome-PT-12,12,EF
SmartHome-PT-12,13,AG
SmartHome-PT-12,14,AG
SmartHome-PT-12,15,EF
SmartHome-PT-12,16,AG
SmartHome-PT-13,1,EF
SmartHome-PT-13,2,AG
SmartHome-PT-13,3,AG
SmartHome-PT-13,4,EF
SmartHome-PT-13,5,AG
SmartHome-PT-13,6,EF
SmartHome-PT-13,7,EF
SmartHome-PT-13,8,EF
SmartHome-PT-13,9,AG
SmartHome-PT-13,10,EF
SmartHome-PT-13,11,AG
SmartHome-PT-13,12,AG
SmartHome-PT-13,13,AG
SmartHome-PT-13,14,EF
SmartHome-PT-13,15,EF
SmartHome-PT-13,16,EF
SmartHome-PT-14,1,AG
SmartHome-PT-14,2,EF
SmartHome-PT-14,3,AG
SmartHome-PT-14,4,AG
SmartHome-PT-14,5,AG
SmartHome-PT-14,6,AG
SmartHome-PT-14,7,EF
SmartHome-PT-14,8,AG
SmartHome-PT-14,9,AG
SmartHome-PT-14,10,AG
SmartHome-PT-14,11,EF
SmartHome-PT-14,12,EF
SmartHome-PT-14,13,AG
SmartHome-PT-14,14,AG
SmartHome-PT-14,15,AG
SmartHome-PT-14,16,EF
SmartHome-PT-15,1,EF
SmartHome-PT-15,2,EF
SmartHome-PT-15,3,AG
SmartHome-PT-15,4,AG
SmartHome-PT-15,5,AG
SmartHome-PT-15,6,EF
SmartHome-PT-15,7,EF
SmartHome-PT-15,8,EF
SmartHome-PT-15,9,AG
SmartHome-PT-15,10,AG
SmartHome-PT-15,11,EF
SmartHome-PT-15,12,EF
SmartHome-PT-15,13,EF
SmartHome-PT-15,14,AG
SmartHome-PT-15,15,AG
SmartHome-PT-15,16,EF
SmartHome-PT-16,1,EF
SmartHome-PT-16,2,AG
SmartHome-PT-16,3,EF
SmartHome-PT-16,4,AG
SmartHome-PT-16,5,EF
SmartHome-PT-16,6,AG
SmartHome-PT-16,7,AG
SmartHome-PT-16,8,EF
SmartHome-PT-16,9,AG
SmartHome-PT-16,10,AG
SmartHome-PT-16,11,EF
SmartHome-PT-16,12,EF
SmartHome-PT-16,13,AG
SmartHome-PT-16,14,AG
SmartHome-PT-16,15,AG
SmartHome-PT-16,16,EF
SmartHome-PT-17,1,EF
SmartHome-PT-17,2,AG
SmartHome-PT-17,3,EF
SmartHome-PT-17,4,EF
SmartHome-PT-17,5,EF
SmartHome-PT-17,6,EF
SmartHome-PT-17,7,AG
SmartHome-PT-17,8,AG
SmartHome-PT-17,9,EF
SmartHome-PT-17,10,AG
SmartHome-PT-17,11,AG
SmartHome-PT-17,12,AG
SmartHome-PT-17,13,EF
SmartHome-PT-17,14,AG
SmartHome-PT-17,15,AG
SmartHome-PT-17,16,EF
SmartHome-PT-18,1,EF
SmartHome-PT-18,2,EF
SmartHome-PT-18,3,AG
SmartHome-PT-18,4,EF
SmartHome-PT-18,5,AG
SmartHome-PT-18,6,AG
SmartHome-PT-18,7,AG
SmartHome-PT-18,8,AG
SmartHome-PT-18,9,EF
SmartHome-PT-18,10,AG
SmartHome-PT-18,11,AG
SmartHome-PT-18,12,AG
SmartHome-PT-18,13,AG
SmartHome-PT-18,14,AG
SmartHome-PT-18,15,AG
SmartHome-PT-18,16,AG
SmartHome-PT-19,1,AG
SmartHome-PT-19,2,AG
SmartHome-PT-19,3,EF
SmartHome-PT-19,4,EF
SmartHome-PT-19,5,EF
SmartHome-PT-19,6,EF
SmartHome-PT-19,7,EF
SmartHome-PT-19,8,EF
SmartHome-PT-19,9,EF
SmartHome-PT-19,10,EF
SmartHome-PT-19,11,EF
SmartHome-PT-19,12,AG
SmartHome-PT-19,13,AG
SmartHome-PT-19,14,EF
SmartHome-PT-19,15,AG
SmartHome-PT-19,16,EF
Solitaire-PT-EngCT7x7,1,AG
Solitaire-PT-EngCT7x7,2,AG
Solitaire-PT-EngCT7x7,3,EF
Solitaire-PT-EngCT7x7,4,AG
Solitaire-PT-EngCT7x7,5,EF
Solitaire-PT-EngCT7x7,6,EF
Solitaire-PT-EngCT7x7,7,EF
Solitaire-PT-EngCT7x7,8,EF
Solitaire-PT-EngCT7x7,9,EF
Solitaire-PT-EngCT7x7,10,EF
Solitaire-PT-EngCT7x7,11,EF
Solitaire-PT-EngCT7x7,12,AG
Solitaire-PT-EngCT7x7,13,AG
Solitaire-PT-EngCT7x7,14,EF
Solitaire-PT-EngCT7x7,15,AG
Solitaire-PT-EngCT7x7,16,AG
Solitaire-PT-EngNC7x7,1,EF
Solitaire-PT-EngNC7x7,2,EF
Solitaire-PT-EngNC7x7,3,EF
Solitaire-PT-EngNC7x7,4,EF
Solitaire-PT-EngNC7x7,5,AG
Solitaire-PT-EngNC7x7,6,EF
Solitaire-PT-EngNC7x7,7,EF
Solitaire-PT-EngNC7x7,8,AG
Solitaire-PT-EngNC7x7,9,AG
Solitaire-PT-EngNC7x7,10,AG
Solitaire-PT-EngNC7x7,11,AG
Solitaire-PT-EngNC7x7,12,AG
Solitaire-PT-EngNC7x7,13,EF
